0.0 0.0 0.0 0.0 1.0 

1.0 0.0 0.0 0.0 0.0 
1.0 0.0 0.0 0.0 0.0 
1.0 0.0 0.0 0.0 0.0 
1.0 0.0 0.0 0.0 0.0 
1.0 0.0 0.0 0.0 0.0 

0.8 0.2 0.0 0.0 0.0 
0.2 0.6 0.2 0.0 0.0 
0.05 0.7 0.25 0.0 0.0 
0.0 0.3 0.7 0.0 0.0 
0.0 0.0 1.0 0.0 0.0 

0.9 0.1 0.0 0.0 0.0 
0.05 0.9 0.05 0.0 0.0 
0.0 0.05 0.9 0.05 0.0 
0.0 0.0 0.05 0.9 0.05 
0.0 0.0 0.0 0.0 1.0 

1.0 0.0 0.0 0.0 0.0 
1.0 0.0 0.0 0.0 0.0 
1.0 0.0 0.0 0.0 0.0 
1.0 0.0 0.0 0.0 0.0 
1.0 0.0 0.0 0.0 0.0 

0.8 0.2 0.0 0.0 0.0 
0.2 0.6 0.2 0.0 0.0 
0.05 0.7 0.25 0.0 0.0 
0.0 0.3 0.7 0.0 0.0 
0.0 0.0 1.0 0.0 0.0 

0.9 0.1 0.0 0.0 0.0 
0.05 0.9 0.05 0.0 0.0 
0.0 0.05 0.9 0.05 0.0 
0.0 0.0 0.05 0.9 0.05 
0.0 0.0 0.0 0.0 1.0 


Reward 
0.0 0.0 0.0 0.0 0.0 
4.0 4.0 4.0 4.0 4.0 
18.0 18.0 18.0 18.0 18.0 
5.0 5.0 5.0 5.0 5.0 
9.0 9.0 9.0 9.0 9.0 
23.0 23.0 23.0 23.0 23.0 
25.0 25.0 25.0 25.0 25.0 
29.0 29.0 29.0 29.0 29.0 
43.0 43.0 43.0 43.0 43.0 
40.0 40.0 40.0 40.0 40.0 
44.0 44.0 44.0 44.0 44.0 
58.0 58.0 58.0 58.0 58.0 

0.0 0.0 0.0 0.0 0.0 
4.0 4.0 4.0 4.0 4.0 
18.0 18.0 18.0 18.0 18.0 
8.0 8.0 8.0 8.0 8.0 
12.0 12.0 12.0 12.0 12.0 
26.0 26.0 26.0 26.0 26.0 
80.0 80.0 80.0 80.0 80.0 
84.0 84.0 84.0 84.0 84.0 
98.0 98.0 98.0 98.0 98.0 
120.0 120.0 120.0 120.0 120.0 
124.0 124.0 124.0 124.0 124.0 
138.0 138.0 138.0 138.0 138.0 

0.0 0.0 0.0 0.0 0.0 
4.0 4.0 4.0 4.0 4.0 
18.0 18.0 18.0 18.0 18.0 
15.0 15.0 15.0 15.0 15.0 
19.0 19.0 19.0 19.0 19.0 
33.0 33.0 33.0 33.0 33.0 
100.0 100.0 100.0 100.0 100.0 
104.0 104.0 104.0 104.0 104.0 
118.0 118.0 118.0 118.0 118.0 
550.0 550.0 550.0 550.0 550.0 
554.0 554.0 554.0 554.0 554.0 
568.0 568.0 568.0 568.0 568.0 

300.0 300.0 300.0 300.0 300.0 
304.0 304.0 304.0 304.0 304.0 
318.0 318.0 318.0 318.0 318.0 
320.0 320.0 320.0 320.0 320.0 
324.0 324.0 324.0 324.0 324.0 
338.0 338.0 338.0 338.0 338.0 
450.0 450.0 450.0 450.0 450.0 
454.0 454.0 454.0 454.0 454.0 
468.0 468.0 468.0 468.0 468.0 
800.0 800.0 800.0 800.0 800.0 
804.0 804.0 804.0 804.0 804.0 
818.0 818.0 818.0 818.0 818.0 

2000.0 2000.0 2000.0 2000.0 2000.0 
2004.0 2004.0 2004.0 2004.0 2004.0 
2018.0 2018.0 2018.0 2018.0 2018.0 
2050.0 2050.0 2050.0 2050.0 2050.0 
2054.0 2054.0 2054.0 2054.0 2054.0 
2068.0 2068.0 2068.0 2068.0 2068.0 
2500.0 2500.0 2500.0 2500.0 2500.0 
2504.0 2504.0 2504.0 2504.0 2504.0 
2518.0 2518.0 2518.0 2518.0 2518.0 
4000.0 4000.0 4000.0 4000.0 4000.0 
4004.0 4004.0 4004.0 4004.0 4004.0 
4018.0 4018.0 4018.0 4018.0 4018.0 

