0.0256 0.4096 0.0768 0.0048 0.0768 0.0144 0.0016 0.0256 0.0048 0.0048 0.0768 0.0144 0.0009 0.0144 0.0027 0.0003 0.0048 0.0009 0.0016 0.0256 0.0048 0.0003 0.0048 0.0009 0.0001 0.0016 0.0003 0.0032 0.0512 0.0096 0.0006 0.0096 0.0018 0.0002 0.0032 0.0006 0.0006 0.0096 0.0018 0.0001125 0.0018 0.0003375 3.75e-05 0.0006 0.0001125 0.0002 0.0032 0.0006 3.75e-05 0.0006 0.0001125 1.25e-05 0.0002 3.75e-05 0.0032 0.0512 0.0096 0.0006 0.0096 0.0018 0.0002 0.0032 0.0006 0.0006 0.0096 0.0018 0.0001125 0.0018 0.0003375 3.75e-05 0.0006 0.0001125 0.0002 0.0032 0.0006 3.75e-05 0.0006 0.0001125 1.25e-05 0.0002 3.75e-05 

0.0512 0.0256 0.4352 0.0096 0.0048 0.0816 0.0032 0.0016 0.0272 0.0096 0.0048 0.0816 0.0018 0.0009 0.0153 0.0006 0.0003 0.0051 0.0032 0.0016 0.0272 0.0006 0.0003 0.0051 0.0002 0.0001 0.0017 0.0096 0.0048 0.0816 0.0018 0.0009 0.0153 0.0006 0.0003 0.0051 0.0018 0.0009 0.0153 0.0003375 0.00016875 0.00286875 0.0001125 5.625e-05 0.00095625 0.0006 0.0003 0.0051 0.0001125 5.625e-05 0.00095625 3.75e-05 1.875e-05 0.00031875 0.0032 0.0016 0.0272 0.0006 0.0003 0.0051 0.0002 0.0001 0.0017 0.0006 0.0003 0.0051 0.0001125 5.625e-05 0.00095625 3.75e-05 1.875e-05 0.00031875 0.0002 0.0001 0.0017 3.75e-05 1.875e-05 0.00031875 1.25e-05 6.25e-06 0.00010625 
0.0256 0.0768 0.4096 0.0032 0.0096 0.0512 0.0032 0.0096 0.0512 0.0048 0.0144 0.0768 0.0006 0.0018 0.0096 0.0006 0.0018 0.0096 0.0016 0.0048 0.0256 0.0002 0.0006 0.0032 0.0002 0.0006 0.0032 0.0048 0.0144 0.0768 0.0006 0.0018 0.0096 0.0006 0.0018 0.0096 0.0009 0.0027 0.0144 0.0001125 0.0003375 0.0018 0.0001125 0.0003375 0.0018 0.0003 0.0009 0.0048 3.75e-05 0.0001125 0.0006 3.75e-05 0.0001125 0.0006 0.0016 0.0048 0.0256 0.0002 0.0006 0.0032 0.0002 0.0006 0.0032 0.0003 0.0009 0.0048 3.75e-05 0.0001125 0.0006 3.75e-05 0.0001125 0.0006 0.0001 0.0003 0.0016 1.25e-05 3.75e-05 0.0002 1.25e-05 3.75e-05 0.0002 
0.0256 0.0768 0.4096 0.0048 0.0144 0.0768 0.0016 0.0048 0.0256 0.0032 0.0096 0.0512 0.0006 0.0018 0.0096 0.0002 0.0006 0.0032 0.0032 0.0096 0.0512 0.0006 0.0018 0.0096 0.0002 0.0006 0.0032 0.0048 0.0144 0.0768 0.0009 0.0027 0.0144 0.0003 0.0009 0.0048 0.0006 0.0018 0.0096 0.0001125 0.0003375 0.0018 3.75e-05 0.0001125 0.0006 0.0006 0.0018 0.0096 0.0001125 0.0003375 0.0018 3.75e-05 0.0001125 0.0006 0.0016 0.0048 0.0256 0.0003 0.0009 0.0048 0.0001 0.0003 0.0016 0.0002 0.0006 0.0032 3.75e-05 0.0001125 0.0006 1.25e-05 3.75e-05 0.0002 0.0002 0.0006 0.0032 3.75e-05 0.0001125 0.0006 1.25e-05 3.75e-05 0.0002 
0.0256 0.0768 0.4096 0.0048 0.0144 0.0768 0.0016 0.0048 0.0256 0.0048 0.0144 0.0768 0.0009 0.0027 0.0144 0.0003 0.0009 0.0048 0.0016 0.0048 0.0256 0.0003 0.0009 0.0048 0.0001 0.0003 0.0016 0.0032 0.0096 0.0512 0.0006 0.0018 0.0096 0.0002 0.0006 0.0032 0.0006 0.0018 0.0096 0.0001125 0.0003375 0.0018 3.75e-05 0.0001125 0.0006 0.0002 0.0006 0.0032 3.75e-05 0.0001125 0.0006 1.25e-05 3.75e-05 0.0002 0.0032 0.0096 0.0512 0.0006 0.0018 0.0096 0.0002 0.0006 0.0032 0.0006 0.0018 0.0096 0.0001125 0.0003375 0.0018 3.75e-05 0.0001125 0.0006 0.0002 0.0006 0.0032 3.75e-05 0.0001125 0.0006 1.25e-05 3.75e-05 0.0002 

0.0256 0.0032 0.0032 0.4096 0.0512 0.0512 0.0768 0.0096 0.0096 0.0048 0.0006 0.0006 0.0768 0.0096 0.0096 0.0144 0.0018 0.0018 0.0016 0.0002 0.0002 0.0256 0.0032 0.0032 0.0048 0.0006 0.0006 0.0048 0.0006 0.0006 0.0768 0.0096 0.0096 0.0144 0.0018 0.0018 0.0009 0.0001125 0.0001125 0.0144 0.0018 0.0018 0.0027 0.0003375 0.0003375 0.0003 3.75e-05 3.75e-05 0.0048 0.0006 0.0006 0.0009 0.0001125 0.0001125 0.0016 0.0002 0.0002 0.0256 0.0032 0.0032 0.0048 0.0006 0.0006 0.0003 3.75e-05 3.75e-05 0.0048 0.0006 0.0006 0.0009 0.0001125 0.0001125 0.0001 1.25e-05 1.25e-05 0.0016 0.0002 0.0002 0.0003 3.75e-05 3.75e-05 
0.0256 0.0048 0.0016 0.384 0.072 0.024 0.1024 0.0192 0.0064 0.0048 0.0009 0.0003 0.072 0.0135 0.0045 0.0192 0.0036 0.0012 0.0016 0.0003 0.0001 0.024 0.0045 0.0015 0.0064 0.0012 0.0004 0.0048 0.0009 0.0003 0.072 0.0135 0.0045 0.0192 0.0036 0.0012 0.0009 0.00016875 5.625e-05 0.0135 0.00253125 0.00084375 0.0036 0.000675 0.000225 0.0003 5.625e-05 1.875e-05 0.0045 0.00084375 0.00028125 0.0012 0.000225 7.5e-05 0.0016 0.0003 0.0001 0.024 0.0045 0.0015 0.0064 0.0012 0.0004 0.0003 5.625e-05 1.875e-05 0.0045 0.00084375 0.00028125 0.0012 0.000225 7.5e-05 0.0001 1.875e-05 6.25e-06 0.0015 0.00028125 9.375e-05 0.0004 7.5e-05 2.5e-05 
0.0256 0.0048 0.0016 0.4096 0.0768 0.0256 0.0768 0.0144 0.0048 0.0032 0.0006 0.0002 0.0512 0.0096 0.0032 0.0096 0.0018 0.0006 0.0032 0.0006 0.0002 0.0512 0.0096 0.0032 0.0096 0.0018 0.0006 0.0048 0.0009 0.0003 0.0768 0.0144 0.0048 0.0144 0.0027 0.0009 0.0006 0.0001125 3.75e-05 0.0096 0.0018 0.0006 0.0018 0.0003375 0.0001125 0.0006 0.0001125 3.75e-05 0.0096 0.0018 0.0006 0.0018 0.0003375 0.0001125 0.0016 0.0003 0.0001 0.0256 0.0048 0.0016 0.0048 0.0009 0.0003 0.0002 3.75e-05 1.25e-05 0.0032 0.0006 0.0002 0.0006 0.0001125 3.75e-05 0.0002 3.75e-05 1.25e-05 0.0032 0.0006 0.0002 0.0006 0.0001125 3.75e-05 
0.0256 0.0048 0.0016 0.4096 0.0768 0.0256 0.0768 0.0144 0.0048 0.0048 0.0009 0.0003 0.0768 0.0144 0.0048 0.0144 0.0027 0.0009 0.0016 0.0003 0.0001 0.0256 0.0048 0.0016 0.0048 0.0009 0.0003 0.0032 0.0006 0.0002 0.0512 0.0096 0.0032 0.0096 0.0018 0.0006 0.0006 0.0001125 3.75e-05 0.0096 0.0018 0.0006 0.0018 0.0003375 0.0001125 0.0002 3.75e-05 1.25e-05 0.0032 0.0006 0.0002 0.0006 0.0001125 3.75e-05 0.0032 0.0006 0.0002 0.0512 0.0096 0.0032 0.0096 0.0018 0.0006 0.0006 0.0001125 3.75e-05 0.0096 0.0018 0.0006 0.0018 0.0003375 0.0001125 0.0002 3.75e-05 1.25e-05 0.0032 0.0006 0.0002 0.0006 0.0001125 3.75e-05 

0.0016 0.024 0.0064 0.0256 0.384 0.1024 0.0048 0.072 0.0192 0.0003 0.0045 0.0012 0.0048 0.072 0.0192 0.0009 0.0135 0.0036 0.0001 0.0015 0.0004 0.0016 0.024 0.0064 0.0003 0.0045 0.0012 0.0003 0.0045 0.0012 0.0048 0.072 0.0192 0.0009 0.0135 0.0036 5.625e-05 0.00084375 0.000225 0.0009 0.0135 0.0036 0.00016875 0.00253125 0.000675 1.875e-05 0.00028125 7.5e-05 0.0003 0.0045 0.0012 5.625e-05 0.00084375 0.000225 0.0001 0.0015 0.0004 0.0016 0.024 0.0064 0.0003 0.0045 0.0012 1.875e-05 0.00028125 7.5e-05 0.0003 0.0045 0.0012 5.625e-05 0.00084375 0.000225 6.25e-06 9.375e-05 2.5e-05 0.0001 0.0015 0.0004 1.875e-05 0.00028125 7.5e-05 
0.0016 0.0256 0.0048 0.024 0.384 0.072 0.0064 0.1024 0.0192 0.0003 0.0048 0.0009 0.0045 0.072 0.0135 0.0012 0.0192 0.0036 0.0001 0.0016 0.0003 0.0015 0.024 0.0045 0.0004 0.0064 0.0012 0.0003 0.0048 0.0009 0.0045 0.072 0.0135 0.0012 0.0192 0.0036 5.625e-05 0.0009 0.00016875 0.00084375 0.0135 0.00253125 0.000225 0.0036 0.000675 1.875e-05 0.0003 5.625e-05 0.00028125 0.0045 0.00084375 7.5e-05 0.0012 0.000225 0.0001 0.0016 0.0003 0.0015 0.024 0.0045 0.0004 0.0064 0.0012 1.875e-05 0.0003 5.625e-05 0.00028125 0.0045 0.00084375 7.5e-05 0.0012 0.000225 6.25e-06 0.0001 1.875e-05 9.375e-05 0.0015 0.00028125 2.5e-05 0.0004 7.5e-05 
0.0016 0.0256 0.0048 0.0256 0.4096 0.0768 0.0048 0.0768 0.0144 0.0002 0.0032 0.0006 0.0032 0.0512 0.0096 0.0006 0.0096 0.0018 0.0002 0.0032 0.0006 0.0032 0.0512 0.0096 0.0006 0.0096 0.0018 0.0003 0.0048 0.0009 0.0048 0.0768 0.0144 0.0009 0.0144 0.0027 3.75e-05 0.0006 0.0001125 0.0006 0.0096 0.0018 0.0001125 0.0018 0.0003375 3.75e-05 0.0006 0.0001125 0.0006 0.0096 0.0018 0.0001125 0.0018 0.0003375 0.0001 0.0016 0.0003 0.0016 0.0256 0.0048 0.0003 0.0048 0.0009 1.25e-05 0.0002 3.75e-05 0.0002 0.0032 0.0006 3.75e-05 0.0006 0.0001125 1.25e-05 0.0002 3.75e-05 0.0002 0.0032 0.0006 3.75e-05 0.0006 0.0001125 
0.0016 0.0256 0.0048 0.0256 0.4096 0.0768 0.0048 0.0768 0.0144 0.0003 0.0048 0.0009 0.0048 0.0768 0.0144 0.0009 0.0144 0.0027 0.0001 0.0016 0.0003 0.0016 0.0256 0.0048 0.0003 0.0048 0.0009 0.0002 0.0032 0.0006 0.0032 0.0512 0.0096 0.0006 0.0096 0.0018 3.75e-05 0.0006 0.0001125 0.0006 0.0096 0.0018 0.0001125 0.0018 0.0003375 1.25e-05 0.0002 3.75e-05 0.0002 0.0032 0.0006 3.75e-05 0.0006 0.0001125 0.0002 0.0032 0.0006 0.0032 0.0512 0.0096 0.0006 0.0096 0.0018 3.75e-05 0.0006 0.0001125 0.0006 0.0096 0.0018 0.0001125 0.0018 0.0003375 1.25e-05 0.0002 3.75e-05 0.0002 0.0032 0.0006 3.75e-05 0.0006 0.0001125 

0.0032 0.0016 0.0272 0.0512 0.0256 0.4352 0.0096 0.0048 0.0816 0.0006 0.0003 0.0051 0.0096 0.0048 0.0816 0.0018 0.0009 0.0153 0.0002 0.0001 0.0017 0.0032 0.0016 0.0272 0.0006 0.0003 0.0051 0.0006 0.0003 0.0051 0.0096 0.0048 0.0816 0.0018 0.0009 0.0153 0.0001125 5.625e-05 0.00095625 0.0018 0.0009 0.0153 0.0003375 0.00016875 0.00286875 3.75e-05 1.875e-05 0.00031875 0.0006 0.0003 0.0051 0.0001125 5.625e-05 0.00095625 0.0002 0.0001 0.0017 0.0032 0.0016 0.0272 0.0006 0.0003 0.0051 3.75e-05 1.875e-05 0.00031875 0.0006 0.0003 0.0051 0.0001125 5.625e-05 0.00095625 1.25e-05 6.25e-06 0.00010625 0.0002 0.0001 0.0017 3.75e-05 1.875e-05 0.00031875 
0.0016 0.0048 0.0256 0.024 0.072 0.384 0.0064 0.0192 0.1024 0.0003 0.0009 0.0048 0.0045 0.0135 0.072 0.0012 0.0036 0.0192 0.0001 0.0003 0.0016 0.0015 0.0045 0.024 0.0004 0.0012 0.0064 0.0003 0.0009 0.0048 0.0045 0.0135 0.072 0.0012 0.0036 0.0192 5.625e-05 0.00016875 0.0009 0.00084375 0.00253125 0.0135 0.000225 0.000675 0.0036 1.875e-05 5.625e-05 0.0003 0.00028125 0.00084375 0.0045 7.5e-05 0.000225 0.0012 0.0001 0.0003 0.0016 0.0015 0.0045 0.024 0.0004 0.0012 0.0064 1.875e-05 5.625e-05 0.0003 0.00028125 0.00084375 0.0045 7.5e-05 0.000225 0.0012 6.25e-06 1.875e-05 0.0001 9.375e-05 0.00028125 0.0015 2.5e-05 7.5e-05 0.0004 
0.0016 0.0048 0.0256 0.0256 0.0768 0.4096 0.0048 0.0144 0.0768 0.0002 0.0006 0.0032 0.0032 0.0096 0.0512 0.0006 0.0018 0.0096 0.0002 0.0006 0.0032 0.0032 0.0096 0.0512 0.0006 0.0018 0.0096 0.0003 0.0009 0.0048 0.0048 0.0144 0.0768 0.0009 0.0027 0.0144 3.75e-05 0.0001125 0.0006 0.0006 0.0018 0.0096 0.0001125 0.0003375 0.0018 3.75e-05 0.0001125 0.0006 0.0006 0.0018 0.0096 0.0001125 0.0003375 0.0018 0.0001 0.0003 0.0016 0.0016 0.0048 0.0256 0.0003 0.0009 0.0048 1.25e-05 3.75e-05 0.0002 0.0002 0.0006 0.0032 3.75e-05 0.0001125 0.0006 1.25e-05 3.75e-05 0.0002 0.0002 0.0006 0.0032 3.75e-05 0.0001125 0.0006 
0.0016 0.0048 0.0256 0.0256 0.0768 0.4096 0.0048 0.0144 0.0768 0.0003 0.0009 0.0048 0.0048 0.0144 0.0768 0.0009 0.0027 0.0144 0.0001 0.0003 0.0016 0.0016 0.0048 0.0256 0.0003 0.0009 0.0048 0.0002 0.0006 0.0032 0.0032 0.0096 0.0512 0.0006 0.0018 0.0096 3.75e-05 0.0001125 0.0006 0.0006 0.0018 0.0096 0.0001125 0.0003375 0.0018 1.25e-05 3.75e-05 0.0002 0.0002 0.0006 0.0032 3.75e-05 0.0001125 0.0006 0.0002 0.0006 0.0032 0.0032 0.0096 0.0512 0.0006 0.0018 0.0096 3.75e-05 0.0001125 0.0006 0.0006 0.0018 0.0096 0.0001125 0.0003375 0.0018 1.25e-05 3.75e-05 0.0002 0.0002 0.0006 0.0032 3.75e-05 0.0001125 0.0006 

0.0256 0.0032 0.0032 0.0768 0.0096 0.0096 0.4096 0.0512 0.0512 0.0048 0.0006 0.0006 0.0144 0.0018 0.0018 0.0768 0.0096 0.0096 0.0016 0.0002 0.0002 0.0048 0.0006 0.0006 0.0256 0.0032 0.0032 0.0048 0.0006 0.0006 0.0144 0.0018 0.0018 0.0768 0.0096 0.0096 0.0009 0.0001125 0.0001125 0.0027 0.0003375 0.0003375 0.0144 0.0018 0.0018 0.0003 3.75e-05 3.75e-05 0.0009 0.0001125 0.0001125 0.0048 0.0006 0.0006 0.0016 0.0002 0.0002 0.0048 0.0006 0.0006 0.0256 0.0032 0.0032 0.0003 3.75e-05 3.75e-05 0.0009 0.0001125 0.0001125 0.0048 0.0006 0.0006 0.0001 1.25e-05 1.25e-05 0.0003 3.75e-05 3.75e-05 0.0016 0.0002 0.0002 
0.0512 0.0096 0.0032 0.0256 0.0048 0.0016 0.4352 0.0816 0.0272 0.0096 0.0018 0.0006 0.0048 0.0009 0.0003 0.0816 0.0153 0.0051 0.0032 0.0006 0.0002 0.0016 0.0003 0.0001 0.0272 0.0051 0.0017 0.0096 0.0018 0.0006 0.0048 0.0009 0.0003 0.0816 0.0153 0.0051 0.0018 0.0003375 0.0001125 0.0009 0.00016875 5.625e-05 0.0153 0.00286875 0.00095625 0.0006 0.0001125 3.75e-05 0.0003 5.625e-05 1.875e-05 0.0051 0.00095625 0.00031875 0.0032 0.0006 0.0002 0.0016 0.0003 0.0001 0.0272 0.0051 0.0017 0.0006 0.0001125 3.75e-05 0.0003 5.625e-05 1.875e-05 0.0051 0.00095625 0.00031875 0.0002 3.75e-05 1.25e-05 0.0001 1.875e-05 6.25e-06 0.0017 0.00031875 0.00010625 
0.0256 0.0048 0.0016 0.0768 0.0144 0.0048 0.4096 0.0768 0.0256 0.0032 0.0006 0.0002 0.0096 0.0018 0.0006 0.0512 0.0096 0.0032 0.0032 0.0006 0.0002 0.0096 0.0018 0.0006 0.0512 0.0096 0.0032 0.0048 0.0009 0.0003 0.0144 0.0027 0.0009 0.0768 0.0144 0.0048 0.0006 0.0001125 3.75e-05 0.0018 0.0003375 0.0001125 0.0096 0.0018 0.0006 0.0006 0.0001125 3.75e-05 0.0018 0.0003375 0.0001125 0.0096 0.0018 0.0006 0.0016 0.0003 0.0001 0.0048 0.0009 0.0003 0.0256 0.0048 0.0016 0.0002 3.75e-05 1.25e-05 0.0006 0.0001125 3.75e-05 0.0032 0.0006 0.0002 0.0002 3.75e-05 1.25e-05 0.0006 0.0001125 3.75e-05 0.0032 0.0006 0.0002 
0.0256 0.0048 0.0016 0.0768 0.0144 0.0048 0.4096 0.0768 0.0256 0.0048 0.0009 0.0003 0.0144 0.0027 0.0009 0.0768 0.0144 0.0048 0.0016 0.0003 0.0001 0.0048 0.0009 0.0003 0.0256 0.0048 0.0016 0.0032 0.0006 0.0002 0.0096 0.0018 0.0006 0.0512 0.0096 0.0032 0.0006 0.0001125 3.75e-05 0.0018 0.0003375 0.0001125 0.0096 0.0018 0.0006 0.0002 3.75e-05 1.25e-05 0.0006 0.0001125 3.75e-05 0.0032 0.0006 0.0002 0.0032 0.0006 0.0002 0.0096 0.0018 0.0006 0.0512 0.0096 0.0032 0.0006 0.0001125 3.75e-05 0.0018 0.0003375 0.0001125 0.0096 0.0018 0.0006 0.0002 3.75e-05 1.25e-05 0.0006 0.0001125 3.75e-05 0.0032 0.0006 0.0002 

0.0016 0.024 0.0064 0.0048 0.072 0.0192 0.0256 0.384 0.1024 0.0003 0.0045 0.0012 0.0009 0.0135 0.0036 0.0048 0.072 0.0192 0.0001 0.0015 0.0004 0.0003 0.0045 0.0012 0.0016 0.024 0.0064 0.0003 0.0045 0.0012 0.0009 0.0135 0.0036 0.0048 0.072 0.0192 5.625e-05 0.00084375 0.000225 0.00016875 0.00253125 0.000675 0.0009 0.0135 0.0036 1.875e-05 0.00028125 7.5e-05 5.625e-05 0.00084375 0.000225 0.0003 0.0045 0.0012 0.0001 0.0015 0.0004 0.0003 0.0045 0.0012 0.0016 0.024 0.0064 1.875e-05 0.00028125 7.5e-05 5.625e-05 0.00084375 0.000225 0.0003 0.0045 0.0012 6.25e-06 9.375e-05 2.5e-05 1.875e-05 0.00028125 7.5e-05 0.0001 0.0015 0.0004 
0.0032 0.0512 0.0096 0.0016 0.0256 0.0048 0.0272 0.4352 0.0816 0.0006 0.0096 0.0018 0.0003 0.0048 0.0009 0.0051 0.0816 0.0153 0.0002 0.0032 0.0006 0.0001 0.0016 0.0003 0.0017 0.0272 0.0051 0.0006 0.0096 0.0018 0.0003 0.0048 0.0009 0.0051 0.0816 0.0153 0.0001125 0.0018 0.0003375 5.625e-05 0.0009 0.00016875 0.00095625 0.0153 0.00286875 3.75e-05 0.0006 0.0001125 1.875e-05 0.0003 5.625e-05 0.00031875 0.0051 0.00095625 0.0002 0.0032 0.0006 0.0001 0.0016 0.0003 0.0017 0.0272 0.0051 3.75e-05 0.0006 0.0001125 1.875e-05 0.0003 5.625e-05 0.00031875 0.0051 0.00095625 1.25e-05 0.0002 3.75e-05 6.25e-06 0.0001 1.875e-05 0.00010625 0.0017 0.00031875 
0.0016 0.0256 0.0048 0.0048 0.0768 0.0144 0.0256 0.4096 0.0768 0.0002 0.0032 0.0006 0.0006 0.0096 0.0018 0.0032 0.0512 0.0096 0.0002 0.0032 0.0006 0.0006 0.0096 0.0018 0.0032 0.0512 0.0096 0.0003 0.0048 0.0009 0.0009 0.0144 0.0027 0.0048 0.0768 0.0144 3.75e-05 0.0006 0.0001125 0.0001125 0.0018 0.0003375 0.0006 0.0096 0.0018 3.75e-05 0.0006 0.0001125 0.0001125 0.0018 0.0003375 0.0006 0.0096 0.0018 0.0001 0.0016 0.0003 0.0003 0.0048 0.0009 0.0016 0.0256 0.0048 1.25e-05 0.0002 3.75e-05 3.75e-05 0.0006 0.0001125 0.0002 0.0032 0.0006 1.25e-05 0.0002 3.75e-05 3.75e-05 0.0006 0.0001125 0.0002 0.0032 0.0006 
