0.00025 0.004 0.00075 0.000125 0.002 0.000375 0.002125 0.034 0.006375 0.004 0.064 0.012 0.002 0.032 0.006 0.034 0.544 0.102 0.00075 0.012 0.00225 0.000375 0.006 0.001125 0.006375 0.102 0.019125 
0.000125 0.002 0.000375 0.000375 0.006 0.001125 0.002 0.032 0.006 0.001875 0.03 0.005625 0.005625 0.09 0.016875 0.03 0.48 0.09 0.0005 0.008 0.0015 0.0015 0.024 0.0045 0.008 0.128 0.024 

0.00025 0.000125 0.002125 0.00075 0.000375 0.006375 0.004 0.002 0.034 0.004 0.002 0.034 0.012 0.006 0.102 0.064 0.032 0.544 0.00075 0.000375 0.006375 0.00225 0.001125 0.019125 0.012 0.006 0.102 
0.00025 0.00075 0.004 0.000125 0.000375 0.002 0.002125 0.006375 0.034 0.004 0.012 0.064 0.002 0.006 0.032 0.034 0.102 0.544 0.00075 0.00225 0.012 0.000375 0.001125 0.006 0.006375 0.019125 0.102 
0.000125 0.000375 0.002 0.000375 0.001125 0.006 0.002 0.006 0.032 0.001875 0.005625 0.03 0.005625 0.016875 0.09 0.03 0.09 0.48 0.0005 0.0015 0.008 0.0015 0.0045 0.024 0.008 0.024 0.128 

0.032 0.004 0.004 0.006 0.00075 0.00075 0.002 0.00025 0.00025 0.096 0.012 0.012 0.018 0.00225 0.00225 0.006 0.00075 0.00075 0.512 0.064 0.064 0.096 0.012 0.012 0.032 0.004 0.004 
0.032 0.006 0.002 0.004 0.00075 0.00025 0.004 0.00075 0.00025 0.096 0.018 0.006 0.012 0.00225 0.00075 0.012 0.00225 0.00075 0.512 0.096 0.032 0.064 0.012 0.004 0.064 0.012 0.004 
0.064 0.012 0.004 0.012 0.00225 0.00075 0.004 0.00075 0.00025 0.032 0.006 0.002 0.006 0.001125 0.000375 0.002 0.000375 0.000125 0.544 0.102 0.034 0.102 0.019125 0.006375 0.034 0.006375 0.002125 

0.002 0.03 0.008 0.000375 0.005625 0.0015 0.000125 0.001875 0.0005 0.006 0.09 0.024 0.001125 0.016875 0.0045 0.000375 0.005625 0.0015 0.032 0.48 0.128 0.006 0.09 0.024 0.002 0.03 0.008 
0.002 0.032 0.006 0.00025 0.004 0.00075 0.00025 0.004 0.00075 0.006 0.096 0.018 0.00075 0.012 0.00225 0.00075 0.012 0.00225 0.032 0.512 0.096 0.004 0.064 0.012 0.004 0.064 0.012 
0.004 0.064 0.012 0.00075 0.012 0.00225 0.00025 0.004 0.00075 0.002 0.032 0.006 0.000375 0.006 0.001125 0.000125 0.002 0.000375 0.034 0.544 0.102 0.006375 0.102 0.019125 0.002125 0.034 0.006375 

0.004 0.002 0.034 0.00075 0.000375 0.006375 0.00025 0.000125 0.002125 0.012 0.006 0.102 0.00225 0.001125 0.019125 0.00075 0.000375 0.006375 0.064 0.032 0.544 0.012 0.006 0.102 0.004 0.002 0.034 
0.002 0.006 0.032 0.00025 0.00075 0.004 0.00025 0.00075 0.004 0.006 0.018 0.096 0.00075 0.00225 0.012 0.00075 0.00225 0.012 0.032 0.096 0.512 0.004 0.012 0.064 0.004 0.012 0.064 
0.004 0.012 0.064 0.00075 0.00225 0.012 0.00025 0.00075 0.004 0.002 0.006 0.032 0.000375 0.001125 0.006 0.000125 0.000375 0.002 0.034 0.102 0.544 0.006375 0.019125 0.102 0.002125 0.006375 0.034 

0.002 0.00025 0.00025 0.032 0.004 0.004 0.006 0.00075 0.00075 0.006 0.00075 0.00075 0.096 0.012 0.012 0.018 0.00225 0.00225 0.032 0.004 0.004 0.512 0.064 0.064 0.096 0.012 0.012 
0.002 0.000375 0.000125 0.03 0.005625 0.001875 0.008 0.0015 0.0005 0.006 0.001125 0.000375 0.09 0.016875 0.005625 0.024 0.0045 0.0015 0.032 0.006 0.002 0.48 0.09 0.03 0.128 0.024 0.008 
0.004 0.00075 0.00025 0.064 0.012 0.004 0.012 0.00225 0.00075 0.002 0.000375 0.000125 0.032 0.006 0.002 0.006 0.001125 0.000375 0.034 0.006375 0.002125 0.544 0.102 0.034 0.102 0.019125 0.006375 

0.000125 0.001875 0.0005 0.002 0.03 0.008 0.000375 0.005625 0.0015 0.000375 0.005625 0.0015 0.006 0.09 0.024 0.001125 0.016875 0.0045 0.002 0.03 0.008 0.032 0.48 0.128 0.006 0.09 0.024 
0.000125 0.002 0.000375 0.001875 0.03 0.005625 0.0005 0.008 0.0015 0.000375 0.006 0.001125 0.005625 0.09 0.016875 0.0015 0.024 0.0045 0.002 0.032 0.006 0.03 0.48 0.09 0.008 0.128 0.024 
0.00025 0.004 0.00075 0.004 0.064 0.012 0.00075 0.012 0.00225 0.000125 0.002 0.000375 0.002 0.032 0.006 0.000375 0.006 0.001125 0.002125 0.034 0.006375 0.034 0.544 0.102 0.006375 0.102 0.019125 

0.00025 0.000125 0.002125 0.004 0.002 0.034 0.00075 0.000375 0.006375 0.00075 0.000375 0.006375 0.012 0.006 0.102 0.00225 0.001125 0.019125 0.004 0.002 0.034 0.064 0.032 0.544 0.012 0.006 0.102 
0.000125 0.000375 0.002 0.001875 0.005625 0.03 0.0005 0.0015 0.008 0.000375 0.001125 0.006 0.005625 0.016875 0.09 0.0015 0.0045 0.024 0.002 0.006 0.032 0.03 0.09 0.48 0.008 0.024 0.128 
0.00025 0.00075 0.004 0.004 0.012 0.064 0.00075 0.00225 0.012 0.000125 0.000375 0.002 0.002 0.006 0.032 0.000375 0.001125 0.006 0.002125 0.006375 0.034 0.034 0.102 0.544 0.006375 0.019125 0.102 

0.002 0.00025 0.00025 0.006 0.00075 0.00075 0.032 0.004 0.004 0.006 0.00075 0.00075 0.018 0.00225 0.00225 0.096 0.012 0.012 0.032 0.004 0.004 0.096 0.012 0.012 0.512 0.064 0.064 
0.004 0.00075 0.00025 0.002 0.000375 0.000125 0.034 0.006375 0.002125 0.012 0.00225 0.00075 0.006 0.001125 0.000375 0.102 0.019125 0.006375 0.064 0.012 0.004 0.032 0.006 0.002 0.544 0.102 0.034 
0.004 0.00075 0.00025 0.012 0.00225 0.00075 0.064 0.012 0.004 0.002 0.000375 0.000125 0.006 0.001125 0.000375 0.032 0.006 0.002 0.034 0.006375 0.002125 0.102 0.019125 0.006375 0.544 0.102 0.034 

0.000125 0.001875 0.0005 0.000375 0.005625 0.0015 0.002 0.03 0.008 0.000375 0.005625 0.0015 0.001125 0.016875 0.0045 0.006 0.09 0.024 0.002 0.03 0.008 0.006 0.09 0.024 0.032 0.48 0.128 
0.00025 0.004 0.00075 0.000125 0.002 0.000375 0.002125 0.034 0.006375 0.00075 0.012 0.00225 0.000375 0.006 0.001125 0.006375 0.102 0.019125 0.004 0.064 0.012 0.002 0.032 0.006 0.034 0.544 0.102 
0.00025 0.004 0.00075 0.00075 0.012 0.00225 0.004 0.064 0.012 0.000125 0.002 0.000375 0.000375 0.006 0.001125 0.002 0.032 0.006 0.002125 0.034 0.006375 0.006375 0.102 0.019125 0.034 0.544 0.102 

0.00025 0.000125 0.002125 0.00075 0.000375 0.006375 0.004 0.002 0.034 0.00075 0.000375 0.006375 0.00225 0.001125 0.019125 0.012 0.006 0.102 0.004 0.002 0.034 0.012 0.006 0.102 0.064 0.032 0.544 
0.00025 0.00075 0.004 0.000125 0.000375 0.002 0.002125 0.006375 0.034 0.00075 0.00225 0.012 0.000375 0.001125 0.006 0.006375 0.019125 0.102 0.004 0.012 0.064 0.002 0.006 0.032 0.034 0.102 0.544 
0.00025 0.00075 0.004 0.00075 0.00225 0.012 0.004 0.012 0.064 0.000125 0.000375 0.002 0.000375 0.001125 0.006 0.002 0.006 0.032 0.002125 0.006375 0.034 0.006375 0.019125 0.102 0.034 0.102 0.544 


P_emis 
1.0 0.0 0.0 
0.02 0.9 0.08 
0.2 0.05 0.75 
1.0 0.0 0.0 
0.02 0.9 0.08 
0.2 0.05 0.75 
1.0 0.0 0.0 
0.02 0.9 0.08 
0.2 0.05 0.75 
1.0 0.0 0.0 
0.02 0.9 0.08 
0.2 0.05 0.75 
1.0 0.0 0.0 
0.02 0.9 0.08 
0.2 0.05 0.75 
1.0 0.0 0.0 
0.02 0.9 0.08 
0.2 0.05 0.75 
1.0 0.0 0.0 
0.02 0.9 0.08 
0.2 0.05 0.75 
1.0 0.0 0.0 
0.02 0.9 0.08 
0.2 0.05 0.75 
1.0 0.0 0.0 
0.02 0.9 0.08 
0.2 0.05 0.75 

1.0 0.0 0.0 
1.0 0.0 0.0 
1.0 0.0 0.0 
0.02 0.9 0.08 
0.02 0.9 0.08 
0.02 0.9 0.08 
0.2 0.05 0.75 
0.2 0.05 0.75 
0.2 0.05 0.75 
1.0 0.0 0.0 
1.0 0.0 0.0 
1.0 0.0 0.0 
0.02 0.9 0.08 
0.02 0.9 0.08 
0.02 0.9 0.08 
0.2 0.05 0.75 
0.2 0.05 0.75 
0.2 0.05 0.75 
1.0 0.0 0.0 
1.0 0.0 0.0 
1.0 0.0 0.0 
0.02 0.9 0.08 
0.02 0.9 0.08 
0.02 0.9 0.08 
0.2 0.05 0.75 
0.2 0.05 0.75 
0.2 0.05 0.75 

1.0 0.0 0.0 
1.0 0.0 0.0 
1.0 0.0 0.0 
1.0 0.0 0.0 
1.0 0.0 0.0 
1.0 0.0 0.0 
1.0 0.0 0.0 
1.0 0.0 0.0 
1.0 0.0 0.0 
0.02 0.9 0.08 
0.02 0.9 0.08 
0.02 0.9 0.08 
0.02 0.9 0.08 
0.02 0.9 0.08 
0.02 0.9 0.08 
0.02 0.9 0.08 
0.02 0.9 0.08 
0.02 0.9 0.08 
0.2 0.05 0.75 
0.2 0.05 0.75 
0.2 0.05 0.75 
0.2 0.05 0.75 
0.2 0.05 0.75 
0.2 0.05 0.75 
0.2 0.05 0.75 
0.2 0.05 0.75 
0.2 0.05 0.75 


Reward 
0.0 0.0 3.0 10.0 3.0 10.0 3.0 3.0 10.0 0.0 3.0 0.0 0.0 10.0 10.0 3.0 3.0 3.0 3.0 0.0 10.0 0.0 0.0 10.0 0.0 10.0 3.0 
0.0 0.0 3.0 10.0 3.0 10.0 3.0 3.0 10.0 0.0 3.0 0.0 0.0 10.0 10.0 3.0 3.0 3.0 3.0 0.0 10.0 0.0 0.0 10.0 0.0 10.0 3.0 
0.0 0.0 3.0 10.0 3.0 10.0 3.0 3.0 10.0 0.0 3.0 0.0 0.0 10.0 10.0 3.0 3.0 3.0 3.0 0.0 10.0 0.0 0.0 10.0 0.0 10.0 3.0 

10.0 0.0 3.0 3.0 0.0 3.0 0.0 10.0 0.0 0.0 10.0 10.0 10.0 10.0 0.0 10.0 0.0 10.0 0.0 0.0 10.0 0.0 3.0 3.0 3.0 3.0 0.0 
10.0 0.0 3.0 3.0 0.0 3.0 0.0 10.0 0.0 0.0 10.0 10.0 10.0 10.0 0.0 10.0 0.0 10.0 0.0 0.0 10.0 0.0 3.0 3.0 3.0 3.0 0.0 
10.0 0.0 3.0 3.0 0.0 3.0 0.0 10.0 0.0 0.0 10.0 10.0 10.0 10.0 0.0 10.0 0.0 10.0 0.0 0.0 10.0 0.0 3.0 3.0 3.0 3.0 0.0 

3.0 0.0 3.0 0.0 0.0 10.0 10.0 0.0 3.0 3.0 3.0 10.0 0.0 0.0 3.0 0.0 3.0 10.0 0.0 0.0 3.0 0.0 3.0 3.0 0.0 0.0 10.0 
3.0 0.0 3.0 0.0 0.0 10.0 10.0 0.0 3.0 3.0 3.0 10.0 0.0 0.0 3.0 0.0 3.0 10.0 0.0 0.0 3.0 0.0 3.0 3.0 0.0 0.0 10.0 
3.0 0.0 3.0 0.0 0.0 10.0 10.0 0.0 3.0 3.0 3.0 10.0 0.0 0.0 3.0 0.0 3.0 10.0 0.0 0.0 3.0 0.0 3.0 3.0 0.0 0.0 10.0 

10.0 0.0 0.0 10.0 3.0 3.0 10.0 0.0 0.0 10.0 0.0 3.0 10.0 0.0 0.0 10.0 3.0 3.0 10.0 3.0 0.0 0.0 0.0 3.0 10.0 3.0 0.0 
10.0 0.0 0.0 10.0 3.0 3.0 10.0 0.0 0.0 10.0 0.0 3.0 10.0 0.0 0.0 10.0 3.0 3.0 10.0 3.0 0.0 0.0 0.0 3.0 10.0 3.0 0.0 
10.0 0.0 0.0 10.0 3.0 3.0 10.0 0.0 0.0 10.0 0.0 3.0 10.0 0.0 0.0 10.0 3.0 3.0 10.0 3.0 0.0 0.0 0.0 3.0 10.0 3.0 0.0 

0.0 10.0 3.0 3.0 10.0 0.0 0.0 10.0 0.0 0.0 3.0 10.0 3.0 0.0 10.0 0.0 10.0 0.0 0.0 0.0 3.0 10.0 3.0 3.0 3.0 3.0 3.0 
0.0 10.0 3.0 3.0 10.0 0.0 0.0 10.0 0.0 0.0 3.0 10.0 3.0 0.0 10.0 0.0 10.0 0.0 0.0 0.0 3.0 10.0 3.0 3.0 3.0 3.0 3.0 
0.0 10.0 3.0 3.0 10.0 0.0 0.0 10.0 0.0 0.0 3.0 10.0 3.0 0.0 10.0 0.0 10.0 0.0 0.0 0.0 3.0 10.0 3.0 3.0 3.0 3.0 3.0 

3.0 3.0 0.0 3.0 10.0 0.0 3.0 3.0 10.0 3.0 0.0 10.0 0.0 10.0 10.0 0.0 0.0 0.0 10.0 3.0 0.0 3.0 0.0 10.0 0.0 10.0 0.0 
3.0 3.0 0.0 3.0 10.0 0.0 3.0 3.0 10.0 3.0 0.0 10.0 0.0 10.0 10.0 0.0 0.0 0.0 10.0 3.0 0.0 3.0 0.0 10.0 0.0 10.0 0.0 
3.0 3.0 0.0 3.0 10.0 0.0 3.0 3.0 10.0 3.0 0.0 10.0 0.0 10.0 10.0 0.0 0.0 0.0 10.0 3.0 0.0 3.0 0.0 10.0 0.0 10.0 0.0 

0.0 10.0 10.0 0.0 3.0 0.0 3.0 3.0 10.0 0.0 10.0 0.0 3.0 3.0 0.0 10.0 3.0 3.0 3.0 10.0 0.0 10.0 10.0 0.0 3.0 10.0 0.0 
0.0 10.0 10.0 0.0 3.0 0.0 3.0 3.0 10.0 0.0 10.0 0.0 3.0 3.0 0.0 10.0 3.0 3.0 3.0 10.0 0.0 10.0 10.0 0.0 3.0 10.0 0.0 
0.0 10.0 10.0 0.0 3.0 0.0 3.0 3.0 10.0 0.0 10.0 0.0 3.0 3.0 0.0 10.0 3.0 3.0 3.0 10.0 0.0 10.0 10.0 0.0 3.0 10.0 0.0 

10.0 3.0 0.0 0.0 0.0 0.0 0.0 10.0 10.0 0.0 0.0 3.0 0.0 10.0 3.0 3.0 0.0 10.0 0.0 3.0 3.0 3.0 10.0 0.0 3.0 3.0 10.0 
10.0 3.0 0.0 0.0 0.0 0.0 0.0 10.0 10.0 0.0 0.0 3.0 0.0 10.0 3.0 3.0 0.0 10.0 0.0 3.0 3.0 3.0 10.0 0.0 3.0 3.0 10.0 
10.0 3.0 0.0 0.0 0.0 0.0 0.0 10.0 10.0 0.0 0.0 3.0 0.0 10.0 3.0 3.0 0.0 10.0 0.0 3.0 3.0 3.0 10.0 0.0 3.0 3.0 10.0 

3.0 3.0 3.0 3.0 10.0 0.0 0.0 10.0 10.0 0.0 0.0 0.0 0.0 10.0 3.0 3.0 0.0 0.0 3.0 10.0 3.0 10.0 3.0 0.0 0.0 10.0 3.0 
3.0 3.0 3.0 3.0 10.0 0.0 0.0 10.0 10.0 0.0 0.0 0.0 0.0 10.0 3.0 3.0 0.0 0.0 3.0 10.0 3.0 10.0 3.0 0.0 0.0 10.0 3.0 
3.0 3.0 3.0 3.0 10.0 0.0 0.0 10.0 10.0 0.0 0.0 0.0 0.0 10.0 3.0 3.0 0.0 0.0 3.0 10.0 3.0 10.0 3.0 0.0 0.0 10.0 3.0 

0.0 10.0 0.0 0.0 10.0 0.0 3.0 3.0 0.0 0.0 10.0 3.0 3.0 3.0 0.0 3.0 10.0 3.0 3.0 3.0 0.0 3.0 0.0 10.0 0.0 3.0 0.0 
